congress,bill_number,bill_type,bill_subject
116,184,s,Centers for Disease Control and Prevention (CDC)
116,184,s,Crime prevention
116,184,s,Department of Health and Human Services
116,184,s,Executive agency funding and structure
116,184,s,Firearms and explosives
116,184,s,Health programs administration and funding
116,184,s,Medical research
116,184,s,Research administration and funding
116,184,s,Violent crime
116,3174,s,Administrative law and regulatory procedures
116,3174,s,Child health
116,3174,s,Civil actions and liability
116,3174,s,Congressional oversight
116,3174,s,Consumer affairs
116,3174,s,Department of Health and Human Services
116,3174,s,"Drug safety, medical device, and laboratory regulation"
116,3174,s,"Drug, alcohol, tobacco use"
116,3174,s,Food and Drug Administration (FDA)
116,3174,s,Government information and archives
116,3174,s,Government studies and investigations
116,3174,s,Health care coverage and access
116,3174,s,Health programs administration and funding
116,3174,s,Health promotion and preventive care
116,3174,s,Marketing and advertising
116,3174,s,Mental health
116,3174,s,Minority health
116,3174,s,Racial and ethnic relations
116,3174,s,Retail and wholesale trades
116,3174,s,State and local government operations
116,3174,s,User charges and fees
116,1319,s,Accounting and auditing
116,1319,s,Computer security and identity theft
116,1319,s,Congressional oversight
116,1319,s,"Elections, voting, political campaign regulation"
116,1319,s,Government studies and investigations
116,1319,s,State and local government operations
116,1296,s,Atlantic Ocean
116,1296,s,Connecticut
116,1296,s,Maine
116,1296,s,"Marine and coastal resources, fisheries"
116,1296,s,Massachusetts
116,1296,s,New Hampshire
116,1296,s,Oil and gas
116,1296,s,Rhode Island
116,1115,s,Department of the Treasury
116,1115,s,Employee performance
116,1115,s,"Government employee pay, benefits, personnel management"
116,1115,s,"Government ethics and transparency, public corruption"
116,1115,s,Internal Revenue Service (IRS)
116,1115,s,"Tax administration and collection, taxpayers"
116,4963,s,Congressional oversight
116,4963,s,Government studies and investigations
116,4963,s,"Museums, exhibitions, cultural centers"
116,4963,s,U.S. history
116,4260,s,Cardiovascular and respiratory health
116,4260,s,Congressional oversight
116,4260,s,Emergency medical services and trauma care
116,4260,s,Finance and Financial Sector
116,4260,s,Financial literacy
116,4260,s,Foreign language and bilingual programs
116,4260,s,Government corporations and government-sponsored enterprises
116,4260,s,Government information and archives
116,4260,s,Government lending and loan guarantees
116,4260,s,Government studies and investigations
116,4260,s,Housing discrimination
116,4260,s,Housing finance and home ownership
116,4260,s,Infectious and parasitic diseases
116,4260,s,User charges and fees
116,3482,s,Disaster relief and insurance
116,3482,s,Emergency medical services and trauma care
116,3482,s,Government trust funds
116,3482,s,Intergovernmental relations
116,3482,s,"Presidents and presidential powers, Vice Presidents"
116,3482,s,State and local finance
116,3482,s,State and local government operations
116,3482,s,Unemployment
116,4549,s,Criminal procedure and sentencing
116,4549,s,Detention of persons
116,4549,s,Drug trafficking and controlled substances
116,1390,s,Cemeteries and funerals
116,1390,s,Military facilities and property
116,1390,s,Veterans' organizations and recognition
116,1356,s,Administrative law and regulatory procedures
116,1356,s,"Broadcasting, cable, digital technologies"
116,1356,s,Business records
116,1356,s,Congressional oversight
116,1356,s,Digital media
116,1356,s,"Elections, voting, political campaign regulation"
116,1356,s,Federal Election Commission (FEC)
116,1356,s,Government information and archives
116,1356,s,Internet and video services
116,1356,s,"Internet, web applications, social media"
116,1356,s,News media and reporting
116,1356,s,Political advertising
116,1356,s,Subversive activities
116,1356,s,Television and film
116,798,s,Private Legislation
116,730,s,Administrative law and regulatory procedures
116,730,s,Criminal procedure and sentencing
116,730,s,Firearms and explosives
116,730,s,Smuggling and trafficking
116,730,s,U.S. Sentencing Commission
116,4103,s,Drug therapy
116,4103,s,Drug trafficking and controlled substances
116,4103,s,"Drug, alcohol, tobacco use"
116,4103,s,"Health technology, devices, supplies"
116,4103,s,Internet and video services
116,4103,s,"Internet, web applications, social media"
116,4103,s,Medical tests and diagnostic methods
116,4103,s,Medicare
116,4103,s,Prescription drugs
116,4103,s,Telephone and wireless communication
116,1905,s,Consumer affairs
116,1905,s,Health care costs and insurance
116,1905,s,Health care coverage and access
116,1905,s,Health information and medical records
116,1905,s,Health programs administration and funding
116,1905,s,Health promotion and preventive care
116,1905,s,State and local finance
116,1905,s,State and local government operations
116,1905,s,Tax-exempt organizations
116,1905,s,User charges and fees
116,1682,s,Department of Agriculture
116,1682,s,Department of the Interior
116,1682,s,Fires
116,1682,s,First responders and emergency personnel
116,1682,s,"Forests, forestry, trees"
116,1682,s,"Government employee pay, benefits, personnel management"
116,2922,s,Civil actions and liability
116,2922,s,National Railroad Passenger Corporation (Amtrak)
116,2922,s,Railroads
116,4446,s,Business expenses
116,4446,s,Cardiovascular and respiratory health
116,4446,s,Emergency medical services and trauma care
116,4446,s,Government lending and loan guarantees
116,4446,s,Indian social and development programs
116,4446,s,Infectious and parasitic diseases
116,4446,s,Minority and disadvantaged businesses
116,4446,s,Small business
116,4446,s,Wages and earnings
116,1604,s,"Environmental assessment, monitoring, research"
116,1604,s,State and local government operations
116,1604,s,Water quality
116,815,s,Disability and paralysis
116,815,s,Health care costs and insurance
116,815,s,"Health technology, devices, supplies"
116,815,s,"Hearing, speech, and vision care"
116,815,s,Income tax credits
116,815,s,Inflation and prices
116,4205,s,Administrative law and regulatory procedures
116,4205,s,Advisory bodies
116,4205,s,Computer security and identity theft
116,4205,s,Congressional oversight
116,4205,s,Employee hiring
116,4205,s,"Government employee pay, benefits, personnel management"
116,4205,s,Higher education
116,4205,s,Homeland security
116,4205,s,International exchange and broadcasting
116,4205,s,Research administration and funding
116,4205,s,Subversive activities
116,4205,s,Visas and passports
116,3920,s,Administrative law and regulatory procedures
116,3920,s,Area studies and international education
116,3920,s,Asia
116,3920,s,China
116,3920,s,Congressional oversight
116,3920,s,Department of State
116,3920,s,"Diplomacy, foreign officials, Americans abroad"
116,3920,s,Government information and archives
116,3920,s,Higher education
116,3920,s,Political parties and affiliation
116,3920,s,"Presidents and presidential powers, Vice Presidents"
116,3920,s,Racial and ethnic relations
116,3920,s,Religion
116,3920,s,Research administration and funding
116,3920,s,Research and development
116,3920,s,Science and engineering education
116,3920,s,Trade secrets and economic espionage
116,3920,s,Visas and passports
116,1222,s,Census and government statistics
116,1222,s,Congressional oversight
116,1222,s,Department of Veterans Affairs
116,1222,s,"Diplomacy, foreign officials, Americans abroad"
116,1222,s,Disability and paralysis
116,1222,s,"Government employee pay, benefits, personnel management"
116,1222,s,Government information and archives
116,1222,s,Government studies and investigations
116,1222,s,Health facilities and institutions
116,1222,s,Health information and medical records
116,1222,s,"Health technology, devices, supplies"
116,1222,s,Hospital care
116,1222,s,Marshall Islands
116,1222,s,Medical education
116,1222,s,Medical tests and diagnostic methods
116,1222,s,Micronesia
116,1222,s,Palau
116,1222,s,Veterans' medical care
116,1222,s,Veterans' pensions and compensation
116,4845,s,Agricultural conservation and pollution
116,4845,s,Air quality
116,4845,s,Census and government statistics
116,4845,s,Climate change and greenhouse gases
116,4845,s,"Forests, forestry, trees"
116,4845,s,Government information and archives
116,4845,s,Government studies and investigations
116,4845,s,Livestock
116,108,s,Appropriations
116,108,s,Border security and unlawful immigration
116,108,s,Congressional oversight
116,108,s,Government trust funds
116,108,s,Immigration status and procedures
116,2651,s,Cemeteries and funerals
116,2651,s,Family relationships
116,2651,s,Marriage and family status
116,2651,s,Military personnel and dependents
116,2651,s,Veterans' organizations and recognition
116,2116,s,Education programs funding
116,2116,s,Health facilities and institutions
116,2116,s,Health programs administration and funding
116,2116,s,Hospital care
116,2116,s,Medical education
116,2116,s,Medicare
116,1872,s,Congressional oversight
116,1872,s,Government information and archives
116,1872,s,Government studies and investigations
116,1872,s,Health care coverage and access
116,1872,s,Health promotion and preventive care
116,1872,s,Immunology and vaccination
116,1872,s,Infectious and parasitic diseases
116,1872,s,Medicare
116,1872,s,Minority health
116,1872,s,Neurological disorders
116,1872,s,Prescription drugs
116,967,s,Congressional oversight
116,967,s,Employee benefits and pensions
116,967,s,Government studies and investigations
116,967,s,Health care costs and insurance
116,967,s,Health care coverage and access
116,967,s,Health programs administration and funding
116,967,s,Insurance industry and regulation
116,967,s,Medicare
116,967,s,Rural conditions and development
116,967,s,State and local government operations
116,4248,s,Cardiovascular and respiratory health
116,4248,s,Community life and organization
116,4248,s,Disability and health-based discrimination
116,4248,s,Education programs funding
116,4248,s,Emergency medical services and trauma care
116,4248,s,Foreign language and bilingual programs
116,4248,s,Health care coverage and access
116,4248,s,Health facilities and institutions
116,4248,s,Health personnel
116,4248,s,Health programs administration and funding
116,4248,s,Hospital care
116,4248,s,Immunology and vaccination
116,4248,s,Indian social and development programs
116,4248,s,Infectious and parasitic diseases
116,4248,s,Medical education
116,4248,s,Medical tests and diagnostic methods
116,4248,s,Mental health
116,4248,s,Minority health
116,4248,s,Racial and ethnic relations
116,4248,s,Religion
116,4248,s,"Sex, gender, sexual orientation discrimination"
116,4248,s,"Social work, volunteer service, charitable organizations"
116,1030,s,Health care coverage and access
116,1030,s,Home and outpatient care
116,1030,s,Hospital care
116,1030,s,Medicare
116,1030,s,Social security and elderly assistance
116,4268,s,Business expenses
116,4268,s,Cardiovascular and respiratory health
116,4268,s,Emergency medical services and trauma care
116,4268,s,Employment taxes
116,4268,s,Government lending and loan guarantees
116,4268,s,Infectious and parasitic diseases
116,4268,s,Small business
116,4268,s,Wages and earnings
116,3835,s,Asia
116,3835,s,Business records
116,3835,s,China
116,3835,s,Congressional oversight
116,3835,s,Executive agency funding and structure
116,3835,s,Government information and archives
116,3835,s,Intellectual property
116,3835,s,Public contracts and procurement
116,3835,s,Television and film
116,70,s,Higher education
116,70,s,Historic sites and heritage areas
116,70,s,Mississippi
116,70,s,Monuments and memorials
116,70,s,Racial and ethnic relations
116,271,s,Border security and unlawful immigration
116,271,s,Family relationships
116,271,s,Immigration status and procedures
116,271,s,"Refugees, asylum, displaced persons"
116,1741,s,Advanced technology and technological innovations
116,1741,s,Alternative and renewable resources
116,1741,s,Congressional oversight
116,1741,s,Energy efficiency and conservation
116,1741,s,Energy prices
116,1741,s,Energy research
116,1741,s,"Energy storage, supplies, demand"
116,1741,s,"Hybrid, electric, and advanced technology vehicles"
116,1741,s,"Lighting, heating, cooling"
116,1741,s,Public utilities and utility rates
116,1741,s,Public-private cooperation
116,1741,s,Research and development
116,1649,s,Administrative remedies
116,1649,s,Cardiovascular and respiratory health
116,1649,s,Coal
116,1649,s,Debt collection
116,1649,s,Disability assistance
116,1649,s,Employee benefits and pensions
116,1649,s,Mining
116,1649,s,Railroads
116,1649,s,Social security and elderly assistance
116,1649,s,Transportation employees
116,1649,s,Worker safety and health
116,1473,s,Administrative law and regulatory procedures
116,1473,s,Environmental Protection Agency (EPA)
116,1473,s,"Environmental assessment, monitoring, research"
116,1473,s,Environmental regulatory procedures
116,1473,s,Hazardous wastes and toxic substances
116,1473,s,Water quality
116,1473,s,Water use and supply
116,110,s,Health care costs and insurance
116,110,s,Income tax deductions
116,589,s,Appropriations
116,589,s,Congressional officers and employees
116,589,s,Congressional operations and organization
116,589,s,"Elections, voting, political campaign regulation"
116,589,s,Executive agency funding and structure
116,589,s,Federal officials
116,589,s,Legislative rules and procedure
116,589,s,Members of Congress
116,589,s,Office of Management and Budget (OMB)
116,589,s,Transportation costs
116,2722,s,Budget process
116,2722,s,Congressional oversight
116,2722,s,Executive agency funding and structure
116,2722,s,Government information and archives
116,2722,s,Manufacturing
116,2722,s,Marketing and advertising
116,2722,s,Political parties and affiliation
116,2722,s,Public contracts and procurement
116,1627,s,Alternative and renewable resources
116,1627,s,Business expenses
116,1627,s,Coal
116,1627,s,Income tax credits
116,1627,s,Income tax deductions
116,1627,s,Industrial facilities
116,1627,s,Manufacturing
116,1627,s,Metals
116,1627,s,Oil and gas
116,1627,s,"Tax administration and collection, taxpayers"
116,2555,s,Hunting and fishing
116,2555,s,Lakes and rivers
116,2555,s,Outdoor recreation
116,2555,s,"Parks, recreation areas, trails"
116,2555,s,West Virginia
116,2296,s,Appropriations
116,2296,s,Education programs funding
116,2296,s,Health programs administration and funding
116,2296,s,Higher education
116,2296,s,Women's health
116,1006,s,Consumer credit
116,1006,s,"Interest, dividends, interest rates"
116,3844,s,Alliances
116,3844,s,Arms control and nonproliferation
116,3844,s,Asia
116,3844,s,China
116,3844,s,Computer security and identity theft
116,3844,s,Conflicts and wars
116,3844,s,Congressional oversight
116,3844,s,"Diplomacy, foreign officials, Americans abroad"
116,3844,s,Military operations and strategy
116,3844,s,Nuclear weapons
116,2951,s,Building construction
116,2951,s,Disability assistance
116,2951,s,Emergency planning and evacuation
116,2951,s,Energy efficiency and conservation
116,2951,s,Environmental health
116,2951,s,Floods and storm protection
116,2951,s,Government lending and loan guarantees
116,2951,s,Government trust funds
116,2951,s,Hazardous wastes and toxic substances
116,2951,s,Homelessness and emergency shelter
116,2951,s,Housing and community development funding
116,2951,s,Housing finance and home ownership
116,2951,s,Housing for the elderly and disabled
116,2951,s,Housing supply and affordability
116,2951,s,Indian social and development programs
116,2951,s,Low- and moderate-income housing
116,2951,s,Minority and disadvantaged businesses
116,2951,s,Public contracts and procurement
116,2951,s,Public housing
116,2951,s,Residential rehabilitation and home repair
116,2951,s,Rural conditions and development
116,2951,s,State and local government operations
116,2951,s,User charges and fees
116,2951,s,Water use and supply
116,2951,s,Women's employment
116,4076,s,Congressional oversight
116,4076,s,Military facilities and property
116,4076,s,Military history
116,4076,s,Monuments and memorials
116,4076,s,National symbols
116,4076,s,Racial and ethnic relations
116,4076,s,U.S. history
116,1656,s,Disability and paralysis
116,1656,s,Health care coverage and access
116,1656,s,Hospital care
116,1656,s,Public contracts and procurement
116,1656,s,Veterans' medical care
116,1234,s,Administrative law and regulatory procedures
116,1234,s,Administrative remedies
116,1234,s,Appropriations
116,1234,s,Congressional oversight
116,1234,s,Department of Energy
116,1234,s,Environmental Protection Agency (EPA)
116,1234,s,"Environmental assessment, monitoring, research"
116,1234,s,Environmental regulatory procedures
116,1234,s,Executive agency funding and structure
116,1234,s,Federal officials
116,1234,s,Federal-Indian relations
116,1234,s,"Government buildings, facilities, and property"
116,1234,s,Government liability
116,1234,s,Government studies and investigations
116,1234,s,Government trust funds
116,1234,s,Intergovernmental relations
116,1234,s,Judicial review and appeals
116,1234,s,Licensing and registrations
116,1234,s,Nuclear Regulatory Commission (NRC)
116,1234,s,Nuclear power
116,1234,s,Nuclear weapons
116,1234,s,Public contracts and procurement
116,1234,s,Public participation and lobbying
116,1234,s,Radioactive wastes and releases
116,1234,s,State and local government operations
116,1234,s,Transportation programs funding
116,1234,s,Transportation safety and security
116,1234,s,User charges and fees
116,3361,s,Administrative law and regulatory procedures
116,3361,s,Assault and harassment offenses
116,3361,s,Business records
116,3361,s,Congressional oversight
116,3361,s,Corporate finance and management
116,3361,s,Employee hiring
116,3361,s,Employment and training programs
116,3361,s,Employment discrimination and employee rights
116,3361,s,Government information and archives
116,3361,s,Government studies and investigations
116,3361,s,Human rights
116,3361,s,Labor standards
116,3361,s,Minority employment
116,3361,s,Personnel records
116,3361,s,Securities
116,3361,s,Securities and Exchange Commission (SEC)
116,3361,s,"Sex, gender, sexual orientation discrimination"
116,3361,s,Temporary and part-time employment
116,3361,s,Wages and earnings
116,3361,s,Women in business
116,3361,s,Women's employment
116,3361,s,Worker safety and health
116,2860,s,Health facilities and institutions
116,2860,s,Health personnel
116,2860,s,Medical ethics
116,2860,s,Medicare
116,2386,s,Asia
116,2386,s,China
116,2386,s,Computers and information technology
116,2386,s,Congressional oversight
116,2386,s,Foreign and international corporations
116,2386,s,Foreign property
116,2386,s,Genetics
116,2386,s,"Intelligence activities, surveillance, classified information"
116,2386,s,Photography and imaging
116,2386,s,"Presidents and presidential powers, Vice Presidents"
116,2386,s,Racial and ethnic relations
116,2386,s,Religion
116,2386,s,Sanctions
116,2386,s,Securities
116,2386,s,Technology transfer and commercialization
116,2386,s,Telephone and wireless communication
116,2386,s,Trade restrictions
116,2386,s,War and emergency powers
116,996,s,Government lending and loan guarantees
116,996,s,Small business
116,806,s,Administrative law and regulatory procedures
116,806,s,Consumer affairs
116,806,s,Federal Trade Commission (FTC)
116,806,s,Internet and video services
116,806,s,"Internet, web applications, social media"
116,806,s,Licensing and registrations
116,806,s,Right of privacy
116,4757,s,Animal protection and human-animal relationships
116,4757,s,Mammals
116,4757,s,Veterinary medicine and animal diseases
116,2806,s,Congressional operations and organization
116,2806,s,Military personnel and dependents
116,2806,s,Student aid and college costs
116,2806,s,Temporary and part-time employment
116,2806,s,"Veterans' education, employment, rehabilitation"
116,2806,s,Veterans' pensions and compensation
116,2806,s,Wages and earnings
116,1815,s,Administrative law and regulatory procedures
116,1815,s,Air quality
116,1815,s,Cardiovascular and respiratory health
116,1815,s,Department of Labor
116,1815,s,Environmental health
116,1815,s,Fires
116,1815,s,"Forests, forestry, trees"
116,1815,s,"Migrant, seasonal, agricultural labor"
116,1815,s,Worker safety and health
116,1710,s,Aviation and airports
116,1710,s,Intellectual property
116,1710,s,Public contracts and procurement
116,1710,s,Trade secrets and economic espionage
116,1710,s,Transportation programs funding
116,1432,s,Assault and harassment offenses
116,1432,s,Congressional oversight
116,1432,s,Criminal justice information and records
116,1432,s,Executive agency funding and structure
116,1432,s,Government information and archives
116,1432,s,Office of Management and Budget (OMB)
116,1432,s,Sex offenses
116,1432,s,Violent crime
116,3545,s,Cardiovascular and respiratory health
116,3545,s,Congressional oversight
116,3545,s,"Drug safety, medical device, and laboratory regulation"
116,3545,s,Emergency medical services and trauma care
116,3545,s,Infectious and parasitic diseases
116,793,s,Congressional oversight
116,793,s,Education programs funding
116,793,s,Employment and training programs
116,793,s,Government studies and investigations
116,793,s,Higher education
116,793,s,Performance measurement
116,793,s,State and local government operations
116,793,s,Vocational and technical education
116,2998,s,Income tax credits
116,2998,s,Income tax deferral
116,2998,s,"Interest, dividends, interest rates"
116,2998,s,"Tax administration and collection, taxpayers"
116,2998,s,Taxation of foreign income
116,4812,s,Asia
116,4812,s,China
116,4812,s,Computer security and identity theft
116,4812,s,Department of Defense
116,4812,s,Department of State
116,4812,s,Employee hiring
116,4812,s,Federal officials
116,4812,s,Foreign language and bilingual programs
116,4812,s,"Government employee pay, benefits, personnel management"
116,4812,s,Iran
116,4812,s,Middle East
116,4812,s,Russia
116,278,s,Budget process
116,278,s,Congressional Budget Office (CBO)
116,278,s,Congressional agencies
116,278,s,Congressional oversight
116,278,s,Economic performance and conditions
116,278,s,Government information and archives
116,278,s,Legislative rules and procedure
116,1265,s,Historic sites and heritage areas
116,1265,s,Oil and gas
116,1265,s,"Parks, recreation areas, trails"
116,1265,s,Pennsylvania
116,1265,s,Public-private cooperation
116,2868,s,Employment and training programs
116,2868,s,"Veterans' education, employment, rehabilitation"
116,1781,s,Assault and harassment offenses
116,1781,s,Child safety and welfare
116,1781,s,Congressional oversight
116,1781,s,Crime prevention
116,1781,s,Crime victims
116,1781,s,Crimes against children
116,1781,s,Crimes against women
116,1781,s,"Criminal investigation, prosecution, interrogation"
116,1781,s,Criminal justice information and records
116,1781,s,Domestic violence and child abuse
116,1781,s,Drug trafficking and controlled substances
116,1781,s,El Salvador
116,1781,s,Elementary and secondary education
116,1781,s,Foreign aid and international relief
116,1781,s,Guatemala
116,1781,s,Honduras
116,1781,s,Judicial procedure and administration
116,1781,s,Juvenile crime and gang violence
116,1781,s,Latin America
116,1781,s,Law enforcement administration and funding
116,1781,s,Lawyers and legal services
116,1781,s,"Refugees, asylum, displaced persons"
116,1781,s,Sex offenses
116,1781,s,Violent crime
116,1781,s,Women's rights
116,4478,s,Advisory bodies
116,4478,s,Congressional oversight
116,4478,s,Crime victims
116,4478,s,"Diplomacy, foreign officials, Americans abroad"
116,4478,s,Human trafficking
116,4478,s,Law enforcement administration and funding
116,4478,s,Sanctions
116,4478,s,Visas and passports
116,3911,s,Blood and blood diseases
116,3911,s,Congressional oversight
116,3911,s,Department of Defense
116,3911,s,Executive agency funding and structure
116,3911,s,Fires
116,3911,s,Government information and archives
116,3911,s,Government studies and investigations
116,3911,s,Hazardous wastes and toxic substances
116,3911,s,Health information and medical records
116,3911,s,Medical tests and diagnostic methods
116,3911,s,Military facilities and property
116,3911,s,Military medicine
116,3911,s,"Military procurement, research, weapons development"
116,3911,s,Veterans' medical care
116,3293,s,Academic performance and assessments
116,3293,s,Child health
116,3293,s,Congressional oversight
116,3293,s,Education of the disadvantaged
116,3293,s,Education programs funding
116,3293,s,Elementary and secondary education
116,3293,s,Government information and archives
116,3293,s,Horticulture and plants
116,3293,s,Indian social and development programs
116,3293,s,Minority education
116,3293,s,Nutrition and diet
116,3293,s,Performance measurement
116,3293,s,"Teaching, teachers, curricula"
116,3195,s,Congressional oversight
116,3195,s,Government studies and investigations
116,3195,s,Health information and medical records
116,3195,s,Mental health
116,3195,s,Military medicine
116,3195,s,"Veterans' education, employment, rehabilitation"
116,3195,s,Veterans' medical care
116,3725,s,Administrative remedies
116,3725,s,Alaska Natives and Hawaiians
116,3725,s,Cardiovascular and respiratory health
116,3725,s,Civil actions and liability
116,3725,s,Disability assistance
116,3725,s,"Elections, voting, political campaign regulation"
116,3725,s,Emergency medical services and trauma care
116,3725,s,Foreign language and bilingual programs
116,3725,s,Government information and archives
116,3725,s,Health promotion and preventive care
116,3725,s,"Health technology, devices, supplies"
116,3725,s,Indian social and development programs
116,3725,s,Infectious and parasitic diseases
116,3725,s,Postal service
116,3725,s,State and local finance
116,3725,s,State and local government operations
116,3725,s,Voting rights
116,3725,s,Wages and earnings
116,3725,s,Worker safety and health
116,3826,s,Advisory bodies
116,3826,s,Congressional oversight
116,3826,s,Government studies and investigations
116,3826,s,Health care costs and insurance
116,3826,s,Health facilities and institutions
116,3826,s,Health information and medical records
116,3826,s,Military facilities and property
116,3826,s,Military medicine
116,3826,s,Military personnel and dependents
116,3826,s,Women's health
116,3047,s,Coal
116,3047,s,Congressional oversight
116,3047,s,Energy research
116,3047,s,Government studies and investigations
116,3047,s,Mining
116,3047,s,Product development and innovation
116,3047,s,Research and development
116,3047,s,Technology transfer and commercialization
116,3966,s,Blood and blood diseases
116,3966,s,Business expenses
116,3966,s,Cardiovascular and respiratory health
116,3966,s,Emergency medical services and trauma care
116,3966,s,Government information and archives
116,3966,s,Health information and medical records
116,3966,s,Income tax credits
116,3966,s,Infectious and parasitic diseases
116,3966,s,Medical tests and diagnostic methods
116,3966,s,Worker safety and health
116,4250,s,Cemeteries and funerals
116,4250,s,National Guard and reserves
116,4250,s,State and local government operations
116,4250,s,Veterans' organizations and recognition
116,1717,s,Food assistance and relief
116,1717,s,Nutrition and diet
116,4185,s,"Alternative dispute resolution, mediation, arbitration"
116,4185,s,Aviation and airports
116,4185,s,Emergency medical services and trauma care
116,4185,s,Health care costs and insurance
116,4185,s,Health care coverage and access
116,4185,s,Insurance industry and regulation
116,4185,s,Transportation costs
116,3950,s,Advisory bodies
116,3950,s,Congressional operations and organization
116,3950,s,Congressional oversight
116,3950,s,Constitution and constitutional amendments
116,3950,s,"Elections, voting, political campaign regulation"
116,3950,s,Government studies and investigations
116,3950,s,Libraries and archives
116,3950,s,"Presidents and presidential powers, Vice Presidents"
116,4852,s,Appropriations
116,4852,s,Cardiovascular and respiratory health
116,4852,s,Computers and information technology
116,4852,s,Department of Veterans Affairs
116,4852,s,Educational technology and distance education
116,4852,s,Emergency medical services and trauma care
116,4852,s,Executive agency funding and structure
116,4852,s,Health promotion and preventive care
116,4852,s,Higher education
116,4852,s,Infectious and parasitic diseases
116,4852,s,Student aid and college costs
116,4852,s,"Veterans' education, employment, rehabilitation"
116,4852,s,Veterans' medical care
116,3523,s,Cardiovascular and respiratory health
116,3523,s,Emergency medical services and trauma care
116,3523,s,Infectious and parasitic diseases
116,3523,s,Intergovernmental relations
116,3523,s,State and local government operations
116,3523,s,Unemployment
116,4728,s,Arms control and nonproliferation
116,4728,s,Assault and harassment offenses
116,4728,s,Chemical and biological weapons
116,4728,s,Congressional oversight
116,4728,s,"Diplomacy, foreign officials, Americans abroad"
116,4728,s,"Energy storage, supplies, demand"
116,4728,s,Europe
116,4728,s,Foreign property
116,4728,s,Germany
116,4728,s,"Government ethics and transparency, public corruption"
116,4728,s,Hazardous wastes and toxic substances
116,4728,s,Human rights
116,4728,s,International law and treaties
116,4728,s,Oil and gas
116,4728,s,Pipelines
116,4728,s,Protest and dissent
116,4728,s,Russia
116,4728,s,Sanctions
116,4728,s,Violent crime
116,4728,s,Visas and passports
116,4110,s,Alliances
116,4110,s,Asia
116,4110,s,China
116,4110,s,Citizenship and naturalization
116,4110,s,Congressional oversight
116,4110,s,Detention of persons
116,4110,s,Government information and archives
116,4110,s,Hong Kong
116,4110,s,Human rights
116,4110,s,Immigration status and procedures
116,4110,s,International organizations and cooperation
116,4110,s,News media and reporting
116,4110,s,Protest and dissent
116,4110,s,"Refugees, asylum, displaced persons"
116,4,s,Government information and archives
116,4,s,Income tax credits
116,4,s,Inflation and prices
116,4,s,Poverty and welfare assistance
116,4,s,"Social work, volunteer service, charitable organizations"
116,4,s,"Tax administration and collection, taxpayers"
116,4581,s,Congressional oversight
116,4581,s,"Government buildings, facilities, and property"
116,4581,s,Government information and archives
116,4581,s,Performance measurement
116,4581,s,Postal service
116,3805,s,Business expenses
116,3805,s,Cardiovascular and respiratory health
116,3805,s,Emergency medical services and trauma care
116,3805,s,Employee hiring
116,3805,s,Employment taxes
116,3805,s,Government lending and loan guarantees
116,3805,s,Infectious and parasitic diseases
116,3805,s,Small business
116,3805,s,Wages and earnings
116,4123,s,Administrative law and regulatory procedures
116,4123,s,Computers and information technology
116,4123,s,Congressional oversight
116,4123,s,Department of Transportation
116,4123,s,Motor vehicles
116,4123,s,Performance measurement
116,4123,s,Roads and highways
116,4123,s,Transportation safety and security
116,3238,s,Health promotion and preventive care
116,3238,s,Home and outpatient care
116,3238,s,Medicare
116,3238,s,Nutrition and diet
116,3238,s,Physical fitness and lifestyle
116,3238,s,Residential rehabilitation and home repair
116,2735,s,Health care costs and insurance
116,2735,s,Health care coverage and access
116,2735,s,Income tax credits
116,2735,s,"Tax administration and collection, taxpayers"
116,4027,s,Business expenses
116,4027,s,Cardiovascular and respiratory health
116,4027,s,Congressional officers and employees
116,4027,s,Congressional oversight
116,4027,s,Emergency medical services and trauma care
116,4027,s,"Government ethics and transparency, public corruption"
116,4027,s,Government information and archives
116,4027,s,Government lending and loan guarantees
116,4027,s,Infectious and parasitic diseases
116,4027,s,Members of Congress
116,4027,s,Small business
116,4027,s,Wages and earnings
116,848,s,Computers and information technology
116,848,s,Congressional oversight
116,848,s,Digital media
116,848,s,Government information and archives
116,848,s,State and local government operations
116,4629,s,ASEAN countries
116,4629,s,Advanced technology and technological innovations
116,4629,s,Africa
116,4629,s,Air quality
116,4629,s,Alliances
116,4629,s,Alternative and renewable resources
116,4629,s,Arctic and polar regions
116,4629,s,Area studies and international education
116,4629,s,Arms control and nonproliferation
116,4629,s,Asia
116,4629,s,Business ethics
116,4629,s,Buy American requirements
116,4629,s,Canada
116,4629,s,Cardiovascular and respiratory health
116,4629,s,Caribbean area
116,4629,s,China
116,4629,s,Climate change and greenhouse gases
116,4629,s,Collective security
116,4629,s,"Competitiveness, trade promotion, trade deficits"
116,4629,s,Computer security and identity theft
116,4629,s,Computers and information technology
116,4629,s,Conflicts and wars
116,4629,s,Congressional oversight
116,4629,s,Contracts and agency
116,4629,s,Corporate finance and management
116,4629,s,Currency
116,4629,s,Department of State
116,4629,s,"Diplomacy, foreign officials, Americans abroad"
116,4629,s,Due process and equal protection
116,4629,s,Education programs funding
116,4629,s,Emergency medical services and trauma care
116,4629,s,Employment and training programs
116,4629,s,"Energy storage, supplies, demand"
116,4629,s,Europe
116,4629,s,European Union
116,4629,s,Executive agency funding and structure
116,4629,s,Foreign aid and international relief
116,4629,s,Foreign and international corporations
116,4629,s,Foreign language and bilingual programs
116,4629,s,Foreign loans and debt
